hos_cd	ins	fie_name	dep_cd	year	invr_intr
1515863	0	循環内	07	2023	1
1515863	0	腎臓内	08	2023	1
1515921	0	乳甲外	16	2023	1
1515921	0	整形外	18	2023	1
1515947	0	乳甲外	16	2023	2
1515970	0	総合診	36	2023	1
1515988	0	循環内	07	2023	1
1516036	0	リウ膠	48	2023	1
1516044	0	救急科	34	2023	1
1516051	0	救急科	34	2023	3
1516051	0	整形外	18	2023	2
1516051	0	脳卒中	09	2023	1
1516051	0	腎臓内	08	2023	3
1516085	0	糖尿内	06	2023	1
1516101	0	眼科	26	2023	4
1516127	0	心療科	12	2023	1
1516150	0	乳甲外	16	2023	3
1516150	0	放核医	30	2023	2
1516150	0	腎臓内	08	2023	2
1516168	0	リウ膠	48	2023	1
1516168	0	眼科	26	2023	2
1516192	0	リウ膠	48	2023	1
1516192	0	眼科	26	2023	1
1516200	0	循環内	07	2023	1
1516200	0	糖尿内	06	2023	1
1516283	0	眼科	26	2023	3
1516317	0	乳甲外	16	2023	1
1516317	0	整形外	18	2023	6
1516358	0	循環内	07	2023	2
1516382	0	血液内	01	2023	1
1516416	0	皮膚科	21	2023	1
1516424	0	小児科	10	2023	3
1516424	0	心血外	15	2023	2
1516424	0	産婦人	43	2023	13
1516440	0	腎臓内	08	2023	1
1516473	0	麻酔科	37	2023	1
1516531	0	心療科	12	2023	1
1516531	0	総合診	36	2023	1
1516531	0	脳神内	02	2023	1
1531916	0	リウ膠	48	2023	1
1532153	0	形成外	19	2023	1
1532567	0	歯口外	32	2023	1
1600027	0	歯口外	32	2023	2
1600054	0	小児外	17	2023	1
1600054	0	小児科	10	2023	1
1610020	0	リハ	31	2023	1
1610020	0	小児科	10	2023	2
1610020	0	循環内	07	2023	2
1610020	0	心血外	15	2023	2
1610020	0	整形外	18	2023	1
1610020	0	消化内	50	2023	3
1610020	0	消化外	14	2023	1
1610020	0	耳鼻科	25	2023	1
1610020	0	脳神外	20	2023	1
1710373	0	脳神内	02	2023	1
1710639	0	リウ膠	48	2023	3
1710639	0	整形外	18	2023	2
1710639	0	皮膚科	21	2023	1
1710696	0	眼科	26	2023	2
1710720	0	乳甲外	16	2023	1
1710720	0	形成外	19	2023	1
1710720	0	心療科	12	2023	1
1710720	0	耳鼻科	25	2023	1
1710720	0	脳神内	02	2023	1
1710761	0	眼科	26	2023	3
1710803	0	循環内	07	2023	1
1910809	0	循環内	07	2023	1
1910809	0	血液内	01	2023	1
1910890	0	脳神内	02	2023	1
2110011	0	救急科	34	2023	1
2110011	0	整形外	18	2023	1
2110011	0	臨腫瘍	27	2023	1
2110137	0	脳卒中	09	2023	1
2110137	0	脳神内	02	2023	1
2110228	0	脳神内	02	2023	2
2110391	0	眼科	26	2023	3
2110466	0	呼吸内	05	2023	1
2110466	0	循環内	07	2023	1
2210119	0	泌尿器	22	2023	1
2210119	0	脳神内	02	2023	1
2210127	0	循環内	07	2023	1
2210127	0	腎臓内	08	2023	2
2210226	0	整形外	18	2023	1
2210267	0	呼吸外	13	2023	4
2210291	0	循環内	07	2023	1
2210325	0	整形外	18	2023	1
2210333	0	眼科	26	2023	6
2210341	0	放核医	30	2023	1
2210374	0	放核医	30	2023	1
2210408	0	脳神内	02	2023	4
2210424	0	心血外	15	2023	1
2210432	0	小児科	10	2023	1
2210432	0	循環内	07	2023	1
2210432	0	消化内	50	2023	1
2210432	0	腎臓内	08	2023	2
2210440	0	呼吸内	05	2023	1
2210440	0	循環内	07	2023	1
2210440	0	心血外	15	2023	1
2210440	0	消化内	50	2023	1
2210440	0	総合診	36	2023	1
2210440	0	脳卒中	09	2023	2
2300829	0	泌尿器	22	2023	1
2310125	0	循環内	07	2023	2
2310125	0	消化内	50	2023	2
2310208	0	泌尿器	22	2023	1
2410123	0	整形外	18	2023	1
2500150	0	歯口外	32	2023	1
2510039	0	呼吸外	13	2023	2
2510039	0	泌尿器	22	2023	1
2510039	0	糖尿内	06	2023	1
2510039	0	脳神内	02	2023	1
2510039	0	腎臓内	08	2023	2
2510047	0	心血外	15	2023	1
2510047	0	救急科	34	2023	2
2510047	0	消化内	50	2023	2
2510047	0	糖尿内	06	2023	1
2510047	0	腎臓内	08	2023	1
2510062	0	呼吸外	13	2023	1
2510062	0	循環内	07	2023	1
2510335	0	整形外	18	2023	1
2511309	0	心血外	15	2023	1
2512174	0	脳神内	02	2023	1
2600364	0	救急科	34	2023	1
2600364	0	歯口外	32	2023	16
2600364	0	耳鼻科	25	2023	1
2600406	0	歯口外	32	2023	1
2600414	0	歯口外	32	2023	2
2600640	0	乳甲外	16	2023	1
2600640	0	循環内	07	2023	1
2600640	0	心血外	15	2023	1
2600657	0	循環内	07	2023	2
2600657	0	心血外	15	2023	4
2600657	0	糖尿内	06	2023	1
2600657	0	脳卒中	09	2023	1
2600723	0	形成外	19	2023	1
2600723	0	眼科	26	2023	88
2610025	0	心血外	15	2023	1
2610025	0	歯口外	32	2023	2
2610102	0	呼吸内	05	2023	1
2610102	0	循環内	07	2023	4
2610102	0	心血外	15	2023	4
2610102	0	放診断	28	2023	2
2610102	0	泌尿器	22	2023	1
2610102	0	消化内	50	2023	2
2610102	0	消化外	14	2023	1
2610102	0	糖尿内	06	2023	1
2610102	0	耳鼻科	25	2023	1
2610102	0	脳卒中	09	2023	3
2610102	0	脳神内	02	2023	2
2610102	0	脳神外	20	2023	1
2610102	0	腎臓内	08	2023	4
2610128	0	リハ	31	2023	2
2610128	0	乳甲外	16	2023	3
2610128	0	呼吸内	05	2023	2
2610128	0	呼吸外	13	2023	3
2610128	0	小児科	10	2023	1
2610128	0	循環内	07	2023	31
2610128	0	心血外	15	2023	3
2610128	0	消化内	50	2023	3
2610128	0	皮膚科	21	2023	1
2610128	0	糖尿内	06	2023	2
2610128	0	総合診	36	2023	2
2610128	0	脳卒中	09	2023	6
2610128	0	脳神内	02	2023	3
2610128	0	腎臓内	08	2023	13
2610128	0	血液内	01	2023	2
2610136	0	脳卒中	09	2023	1
2610136	0	脳神内	02	2023	2
2610144	0	リウ膠	48	2023	2
2610144	0	リハ	31	2023	1
2610144	0	呼吸内	05	2023	1
2610144	0	循環内	07	2023	19
2610144	0	心血外	15	2023	7
2610144	0	整形外	18	2023	1
2610144	0	泌尿器	22	2023	2
2610144	0	消化内	50	2023	3
2610144	0	皮膚科	21	2023	1
2610144	0	糖尿内	06	2023	2
2610144	0	総合診	36	2023	1
2610144	0	耳鼻科	25	2023	1
2610144	0	脳卒中	09	2023	3
2610144	0	脳神内	02	2023	2
2610144	0	腎臓内	08	2023	1
2610169	0	救急科	34	2023	2
2610169	0	皮膚科	21	2023	2
2610169	0	耳鼻科	25	2023	14
2610177	0	リウ膠	48	2023	2
2610177	0	リハ	31	2023	1
2610177	0	放核医	30	2023	2
2610177	0	救急科	34	2023	5
2610177	0	整形外	18	2023	21
2610177	0	糖尿内	06	2023	1
2610177	0	総合診	36	2023	1
2610177	0	脳神内	02	2023	2
2700370	0	歯口外	32	2023	2
2700412	0	歯口外	32	2023	1
2700495	0	歯口外	32	2023	2
2700511	0	耳鼻科	25	2023	1
2700537	0	歯口外	32	2023	6
2700552	0	歯口外	32	2023	1
2700663	0	乳甲外	16	2023	1
2700663	0	心血外	15	2023	1
2700663	0	消化外	14	2023	1
2700663	0	血液内	01	2023	1
2700747	0	腎臓内	08	2023	1
2700770	0	循環内	07	2023	1
2700770	0	心血外	15	2023	2
2700770	0	脳卒中	09	2023	1
2710019	0	リウ膠	48	2023	1
2710019	0	乳甲外	16	2023	6
2710019	0	呼吸外	13	2023	6
2710019	0	形成外	19	2023	2
2710019	0	循環内	07	2023	3
2710019	0	心血外	15	2023	11
2710019	0	救急科	34	2023	8
2710019	0	整形外	18	2023	2
2710019	0	泌尿器	22	2023	5
2710019	0	消化内	50	2023	21
2710019	0	消化外	14	2023	4
2710019	0	皮膚科	21	2023	18
2710019	0	糖尿内	06	2023	5
2710019	0	総合診	36	2023	2
2710019	0	耳鼻科	25	2023	2
2710019	0	脳卒中	09	2023	3
2710019	0	脳神内	02	2023	1
2710019	0	脳神外	20	2023	5
2710019	0	腎臓内	08	2023	15
2710019	0	臨腫瘍	27	2023	8
2710019	0	血液内	01	2023	3
2710035	0	リウ膠	48	2023	1
2710035	0	循環内	07	2023	2
2710035	0	心療科	12	2023	2
2710035	0	放診断	28	2023	4
2710035	0	整形外	18	2023	2
2710035	0	泌尿器	22	2023	4
2710035	0	消化内	50	2023	5
2710035	0	消化外	14	2023	1
2710035	0	皮膚科	21	2023	1
2710035	0	糖尿内	06	2023	1
2710035	0	脳神内	02	2023	2
2710035	0	脳神外	20	2023	1
2710035	0	腎臓内	08	2023	1
2710050	0	循環内	07	2023	3
2710050	0	心血外	15	2023	1
2710050	0	消化外	14	2023	3
2710050	0	糖尿内	06	2023	1
2710068	0	循環内	07	2023	1
2710068	0	眼科	26	2023	20
2710076	0	呼吸外	13	2023	2
2710076	0	循環内	07	2023	2
2710076	0	心療科	12	2023	1
2710076	0	整形外	18	2023	1
2710076	0	泌尿器	22	2023	1
2710076	0	消化外	14	2023	1
2710076	0	脳神内	02	2023	5
2710076	0	脳神外	20	2023	1
2710076	0	血液内	01	2023	2
2710084	0	心血外	15	2023	1
2710084	0	消化内	50	2023	1
2710084	0	脳神外	20	2023	1
2710100	0	循環内	07	2023	3
2710100	0	消化内	50	2023	1
2710100	0	脳神外	20	2023	1
2710100	0	腎臓内	08	2023	1
2710118	0	形成外	19	2023	1
2710118	0	眼科	26	2023	8
2710118	0	脳神内	02	2023	1
2710118	0	脳神外	20	2023	1
2710126	0	リウ膠	48	2023	3
2710126	0	リハ	31	2023	1
2710126	0	循環内	07	2023	2
2710126	0	心血外	15	2023	2
2710126	0	消化外	14	2023	3
2710126	0	腎臓内	08	2023	4
2710134	0	リウ膠	48	2023	1
2710134	0	呼吸内	05	2023	2
2710134	0	循環内	07	2023	11
2710134	0	心療科	12	2023	2
2710134	0	心血外	15	2023	9
2710134	0	整形外	18	2023	2
2710134	0	消化内	50	2023	8
2710134	0	消化外	14	2023	2
2710134	0	皮膚科	21	2023	4
2710134	0	糖尿内	06	2023	1
2710134	0	脳卒中	09	2023	2
2710134	0	脳神内	02	2023	6
2710134	0	脳神外	20	2023	2
2710134	0	腎臓内	08	2023	3
2710159	0	循環内	07	2023	2
2710159	0	心血外	15	2023	3
2710159	0	救急科	34	2023	1
2710159	0	糖尿内	06	2023	1
2710159	0	脳神内	02	2023	1
2710167	0	心血外	15	2023	1
2710167	0	皮膚科	21	2023	1
2710183	0	乳甲外	16	2023	1
2710183	0	循環内	07	2023	5
2710183	0	糖尿内	06	2023	1
2710183	0	脳神外	20	2023	1
2710191	0	整形外	18	2023	1
2710209	0	小児科	10	2023	1
2710209	0	消化外	14	2023	1
2710209	0	耳鼻科	25	2023	6
2710217	0	リウ膠	48	2023	1
2710217	0	循環内	07	2023	1
2710217	0	放核医	30	2023	1
2710217	0	救急科	34	2023	2
2710217	0	整形外	18	2023	3
2710225	0	呼吸内	05	2023	2
2710225	0	循環内	07	2023	2
2710225	0	心血外	15	2023	1
2710225	0	消化内	50	2023	1
2710225	0	消化外	14	2023	1
2710225	0	皮膚科	21	2023	1
2710225	0	耳鼻科	25	2023	1
2710225	0	脳卒中	09	2023	1
2710225	0	脳神外	20	2023	1
2710225	0	腎臓内	08	2023	5
2710233	0	リウ膠	48	2023	1
2710233	0	糖尿内	06	2023	1
2710233	0	耳鼻科	25	2023	2
2710233	0	脳神内	02	2023	1
2710233	0	血液内	01	2023	1
2710241	0	心血外	15	2023	1
2710241	0	耳鼻科	25	2023	1
2710992	0	心療科	12	2023	1
2800364	0	心血外	15	2023	5
2800364	0	整形外	18	2023	1
2800364	0	消化内	50	2023	2
2800364	0	腎臓内	08	2023	4
2810041	0	循環内	07	2023	2
2810041	0	総合診	36	2023	1
2810058	0	乳甲外	16	2023	1
2810058	0	循環内	07	2023	2
2810058	0	心血外	15	2023	2
2810058	0	救急科	34	2023	2
2810058	0	整形外	18	2023	1
2810058	0	消化内	50	2023	1
2810058	0	脳神外	20	2023	1
2810058	0	腎臓内	08	2023	2
2810066	0	循環内	07	2023	2
2810066	0	整形外	18	2023	1
2810066	0	泌尿器	22	2023	2
2810066	0	脳神内	02	2023	1
2810074	0	整形外	18	2023	1
2810074	0	泌尿器	22	2023	1
2810082	0	循環内	07	2023	1
2810082	0	整形外	18	2023	1
2810082	0	消化内	50	2023	1
2810082	0	総合診	36	2023	1
2810082	0	血液内	01	2023	1
2810090	0	リウ膠	48	2023	1
2810090	0	乳甲外	16	2023	1
2810090	0	呼吸内	05	2023	1
2810090	0	小児科	10	2023	1
2810090	0	循環内	07	2023	3
2810090	0	放核医	30	2023	1
2810090	0	泌尿器	22	2023	1
2810090	0	消化内	50	2023	3
2810090	0	消化外	14	2023	2
2810090	0	産婦人	43	2023	1
2810090	0	皮膚科	21	2023	1
2810090	0	糖尿内	06	2023	1
2810090	0	耳鼻科	25	2023	1
2810090	0	脳卒中	09	2023	1
2810090	0	脳神内	02	2023	1
2810090	0	腎臓内	08	2023	5
2900149	0	皮膚科	21	2023	1
2900149	0	血液内	01	2023	1
2910015	0	呼吸外	13	2023	3
2910015	0	心血外	15	2023	1
2910015	0	消化内	50	2023	1
2910015	0	消化外	14	2023	1
3000283	0	歯口外	32	2023	2
3000493	0	心療科	12	2023	1
3000493	0	耳鼻科	25	2023	2
3010054	0	呼吸内	05	2023	3
3010054	0	呼吸外	13	2023	1
3010054	0	心療科	12	2023	5
3010054	0	心血外	15	2023	1
3010054	0	救急科	34	2023	1
3010054	0	整形外	18	2023	2
3010054	0	脳卒中	09	2023	1
3010054	0	脳神内	02	2023	2
3010054	0	腎臓内	08	2023	1
3010088	0	呼吸外	13	2023	1
3010088	0	循環内	07	2023	1
3010088	0	心血外	15	2023	1
3010088	0	泌尿器	22	2023	1
3010088	0	消化内	50	2023	1
3110078	0	リハ	31	2023	1
3110078	0	乳甲外	16	2023	1
3110078	0	心血外	15	2023	3
3110078	0	救急科	34	2023	1
3110078	0	泌尿器	22	2023	2
3110078	0	消化内	50	2023	1
3110078	0	消化外	14	2023	1
3110078	0	皮膚科	21	2023	2
3110078	0	糖尿内	06	2023	2
3110078	0	脳神内	02	2023	1
3110086	0	乳甲外	16	2023	1
3110086	0	小児科	10	2023	1
3110086	0	耳鼻科	25	2023	1
3110086	0	腎臓内	08	2023	3
3110102	0	循環内	07	2023	1
3110102	0	救急科	34	2023	1
3110102	0	耳鼻科	25	2023	1
3110102	0	脳卒中	09	2023	1
3110128	0	循環内	07	2023	2
3210142	0	循環内	07	2023	1
3211875	0	救急科	34	2023	1
3300240	0	循環内	07	2023	3
3300240	0	腎臓内	08	2023	8
3310199	0	循環内	07	2023	2
3310199	0	心血外	15	2023	2
3310199	0	整形外	18	2023	1
3310199	0	消化内	50	2023	1
3310199	0	消化外	14	2023	1
3310199	0	耳鼻科	25	2023	1
3310199	0	脳神内	02	2023	1
3310199	0	脳神外	20	2023	1
3400525	0	歯口外	32	2023	2
3400792	0	糖尿内	06	2023	1
3400792	0	脳神内	02	2023	1
3410106	0	乳甲外	16	2023	1
3410106	0	呼吸外	13	2023	10
3410106	0	心血外	15	2023	3
3410106	0	放核医	30	2023	1
3410106	0	眼科	26	2023	1
3410130	0	救急科	34	2023	1
3410163	0	リウ膠	48	2023	2
3410163	0	乳甲外	16	2023	16
3410163	0	呼吸内	05	2023	2
3410163	0	呼吸外	13	2023	1
3410163	0	循環内	07	2023	8
3410163	0	心血外	15	2023	4
3410163	0	放核医	30	2023	1
3410163	0	救急科	34	2023	2
3410163	0	整形外	18	2023	9
3410163	0	消化内	50	2023	7
3410163	0	消化外	14	2023	2
3410163	0	産婦人	43	2023	1
3410163	0	皮膚科	21	2023	3
3410163	0	眼科	26	2023	2
3410163	0	糖尿内	06	2023	4
3410163	0	総合診	36	2023	2
3410163	0	耳鼻科	25	2023	1
3410163	0	脳神内	02	2023	7
3410163	0	脳神外	20	2023	1
3410163	0	血液内	01	2023	4
3410205	0	腎臓内	08	2023	3
3410213	0	リウ膠	48	2023	1
3410213	0	糖尿内	06	2023	1
3410254	0	呼吸内	05	2023	1
3410254	0	呼吸外	13	2023	2
3410254	0	消化内	50	2023	1
3410254	0	糖尿内	06	2023	2
3410262	0	救急科	34	2023	1
3410270	0	循環内	07	2023	2
3410270	0	心血外	15	2023	5
3410270	0	整形外	18	2023	19
3410270	0	糖尿内	06	2023	2
3410296	0	乳甲外	16	2023	1
3410312	0	放治療	29	2023	1
3410312	0	整形外	18	2023	1
3410312	0	脳神外	20	2023	1
3410312	0	腎臓内	08	2023	5
3410353	0	リハ	31	2023	1
3410353	0	脳卒中	09	2023	2
3410353	0	脳神内	02	2023	1
3500427	0	糖尿内	06	2023	1
3500443	0	眼科	26	2023	16
3510061	0	整形外	18	2023	1
3510061	0	消化外	14	2023	1
3600425	0	心血外	15	2023	1
3600458	0	整形外	18	2023	1
3610069	0	循環内	07	2023	1
3610069	0	耳鼻科	25	2023	1
3610192	0	乳甲外	16	2023	2
3610192	0	呼吸内	05	2023	1
3610192	0	呼吸外	13	2023	1
3610192	0	循環内	07	2023	2
3610192	0	心血外	15	2023	4
3610192	0	放診断	28	2023	5
3610192	0	救急科	34	2023	1
3610192	0	整形外	18	2023	11
3610192	0	泌尿器	22	2023	10
3610192	0	消化内	50	2023	2
3610192	0	皮膚科	21	2023	2
3610192	0	眼科	26	2023	4
3610192	0	糖尿内	06	2023	2
3610192	0	耳鼻科	25	2023	3
3610192	0	脳卒中	09	2023	3
3610192	0	腎臓内	08	2023	3
3610192	0	血液内	01	2023	2
3610218	0	腎臓内	08	2023	1
3610242	0	呼吸外	13	2023	1
3700514	0	循環内	07	2023	1
3710117	0	リウ膠	48	2023	1
3710117	0	呼吸外	13	2023	1
3710166	0	リウ膠	48	2023	1
3710166	0	救急科	34	2023	1
3710174	0	耳鼻科	25	2023	1
3710182	0	眼科	26	2023	11
3710182	0	脳神内	02	2023	1
3710231	0	腎臓内	08	2023	2
3800629	0	乳甲外	16	2023	4
3800629	0	呼吸外	13	2023	1
3800637	0	リウ膠	48	2023	1
3800637	0	脳卒中	09	2023	1
3810248	0	呼吸内	05	2023	1
3910030	0	リウ膠	48	2023	1
3910030	0	循環内	07	2023	2
3910030	0	皮膚科	21	2023	1
3910030	0	脳神内	02	2023	1
3910030	0	脳神外	20	2023	1
3910146	0	リウ膠	48	2023	1
3910146	0	脳神内	02	2023	1
4010011	0	整形外	18	2023	1
4110258	0	循環内	07	2023	1
4110290	0	泌尿器	22	2023	1
4110431	0	耳鼻科	25	2023	1
4210355	0	眼科	26	2023	1
4310189	0	産婦人	43	2023	1
4310239	0	小児科	10	2023	1
4310239	0	形成外	19	2023	1
4310239	0	心血外	15	2023	1
4310239	0	皮膚科	21	2023	1
4310239	0	腎臓内	08	2023	7
4410344	0	形成外	19	2023	3
4410344	0	整形外	18	2023	1
4410344	0	脳卒中	09	2023	1
4410401	0	整形外	18	2023	1
4410443	0	脳神外	20	2023	2
4410450	0	心血外	15	2023	1
4410450	0	整形外	18	2023	1
4410476	0	眼科	26	2023	9
4510051	0	皮膚科	21	2023	2
4510051	0	糖尿内	06	2023	1
4510051	0	脳神内	02	2023	2
4610273	0	泌尿器	22	2023	1
4610273	0	腎臓内	08	2023	2
4610273	0	血液内	01	2023	1
4910053	0	泌尿器	22	2023	1
4910053	0	消化内	50	2023	2
4910129	0	呼吸内	05	2023	2
4910129	0	循環内	07	2023	1
4910129	0	心血外	15	2023	1
4910129	0	消化内	50	2023	1
4910129	0	糖尿内	06	2023	1
4910129	0	腎臓内	08	2023	2
7010239	0	小児外	17	2023	1
7010262	0	呼吸内	05	2023	1
7010262	0	消化内	50	2023	1
7010304	0	呼吸内	05	2023	1
7011203	0	整形外	18	2023	1
7011344	0	乳甲外	16	2023	2
7011344	0	呼吸内	05	2023	1
7011344	0	整形外	18	2023	1
7011344	0	消化内	50	2023	1
8010017	0	小児科	10	2023	1
8010017	0	形成外	19	2023	1
8010017	0	皮膚科	21	2023	2
8010017	0	眼科	26	2023	7
8010017	0	腎臓内	08	2023	2
8010017	0	血液内	01	2023	1
8010033	0	乳甲外	16	2023	1
8010033	0	整形外	18	2023	1
8010033	0	産婦人	43	2023	1
8010033	0	脳神外	20	2023	1
8010041	0	乳甲外	16	2023	2
8010041	0	小児外	17	2023	3
8010041	0	小児科	10	2023	1
8010041	0	心血外	15	2023	4
8010041	0	整形外	18	2023	3
8010041	0	泌尿器	22	2023	1
8010041	0	消化内	50	2023	3
8010041	0	消化外	14	2023	2
8010041	0	産婦人	43	2023	4
8010041	0	脳神外	20	2023	1
8010041	0	腎臓内	08	2023	1
8010041	0	血液内	01	2023	1
8010058	0	救急科	34	2023	1
8010066	0	糖尿内	06	2023	1
8011186	0	リウ膠	48	2023	1
8011186	0	循環内	07	2023	1
8011186	0	糖尿内	06	2023	1
8011186	0	脳神内	02	2023	1
8800038	0	呼吸内	05	2023	1
8800038	0	心血外	15	2023	4
8800038	0	放核医	30	2023	1
8800038	0	救急科	34	2023	2
8800038	0	整形外	18	2023	1
8800038	0	消化内	50	2023	2
8800038	0	皮膚科	21	2023	3
8800038	0	糖尿内	06	2023	1
8800038	0	脳神外	20	2023	2
8800061	0	乳甲外	16	2023	3
8800061	0	循環内	07	2023	1
8800061	0	心血外	15	2023	1
8800061	0	救急科	34	2023	5
8800061	0	整形外	18	2023	2
8800061	0	消化外	14	2023	1
8800061	0	皮膚科	21	2023	2
8800061	0	眼科	26	2023	2
8800061	0	血液内	01	2023	1
8800079	0	リウ膠	48	2023	1
8800079	0	リハ	31	2023	4
8800079	0	呼吸外	13	2023	1
8800079	0	循環内	07	2023	3
8800079	0	放核医	30	2023	1
8800079	0	救急科	34	2023	1
8800079	0	整形外	18	2023	1
8800079	0	泌尿器	22	2023	4
8800079	0	消化内	50	2023	1
8800079	0	皮膚科	21	2023	1
8800087	0	リウ膠	48	2023	1
8800087	0	乳甲外	16	2023	2
8800087	0	心療科	12	2023	1
8800087	0	救急科	34	2023	2
8800087	0	整形外	18	2023	1
8800087	0	泌尿器	22	2023	1
8800087	0	眼科	26	2023	2
8800087	0	耳鼻科	25	2023	1
8800087	0	麻酔科	37	2023	1
8800129	0	消化内	50	2023	1
8800137	0	脳神外	20	2023	1
8800160	0	形成外	19	2023	1
8800160	0	心血外	15	2023	1
8800160	0	救急科	34	2023	3
8800160	0	整形外	18	2023	4
8800160	0	歯口外	32	2023	1
8800160	0	消化外	14	2023	1
8800160	0	皮膚科	21	2023	1
8800160	0	糖尿内	06	2023	1
8800160	0	脳卒中	09	2023	7
8800160	0	脳神内	02	2023	5
8800160	0	脳神外	20	2023	2
8800160	0	腎臓内	08	2023	5
8800160	0	血液内	01	2023	1
8800194	0	リハ	31	2023	1
8800194	0	乳甲外	16	2023	2
8800194	0	循環内	07	2023	2
8800194	0	眼科	26	2023	6
8800194	0	脳卒中	09	2023	1
8800194	0	腎臓内	08	2023	1
8900127	0	リウ膠	48	2023	7
8900127	0	乳甲外	16	2023	2
8900127	0	呼吸内	05	2023	4
8900127	0	呼吸外	13	2023	4
8900127	0	小児科	10	2023	1
8900127	0	循環内	07	2023	4
8900127	0	心血外	15	2023	4
8900127	0	放核医	30	2023	1
8900127	0	救急科	34	2023	9
8900127	0	整形外	18	2023	6
8900127	0	歯口外	32	2023	1
8900127	0	泌尿器	22	2023	4
8900127	0	消化内	50	2023	8
8900127	0	消化外	14	2023	5
8900127	0	皮膚科	21	2023	3
8900127	0	眼科	26	2023	2
8900127	0	糖尿内	06	2023	1
8900127	0	総合診	36	2023	1
8900127	0	耳鼻科	25	2023	1
8900127	0	脳卒中	09	2023	3
8900127	0	脳神内	02	2023	2
8900127	0	脳神外	20	2023	2
8900127	0	臨腫瘍	27	2023	1
8900325	0	リウ膠	48	2023	1
8900325	0	リハ	31	2023	1
8900325	0	乳甲外	16	2023	3
8900325	0	呼吸内	05	2023	1
8900325	0	心血外	15	2023	4
8900325	0	放核医	30	2023	1
8900325	0	救急科	34	2023	2
8900325	0	整形外	18	2023	1
8900325	0	消化内	50	2023	1
8900325	0	消化外	14	2023	1
8900325	0	皮膚科	21	2023	2
8900325	0	総合診	36	2023	2
8900325	0	脳卒中	09	2023	2
8900325	0	脳神内	02	2023	2
8900366	0	リハ	31	2023	1
8900416	0	リウ膠	48	2023	9
8900416	0	リハ	31	2023	1
8900416	0	呼吸外	13	2023	6
8900416	0	循環内	07	2023	2
8900416	0	心血外	15	2023	6
8900416	0	救急科	34	2023	3
8900416	0	整形外	18	2023	7
8900416	0	泌尿器	22	2023	1
8900416	0	消化内	50	2023	7
8900416	0	消化外	14	2023	3
8900416	0	産婦人	43	2023	1
8900416	0	皮膚科	21	2023	12
8900416	0	眼科	26	2023	1
8900416	0	糖尿内	06	2023	3
8900416	0	脳神内	02	2023	2
8900416	0	腎臓内	08	2023	5
8900432	0	呼吸内	05	2023	1
8900432	0	循環内	07	2023	2
8900432	0	産婦人	43	2023	1
8900432	0	糖尿内	06	2023	1
8900432	0	総合診	36	2023	1
8900598	0	リハ	31	2023	1
8900598	0	呼吸外	13	2023	9
8900598	0	小児科	10	2023	1
8900598	0	循環内	07	2023	1
8900598	0	心血外	15	2023	3
8900598	0	消化内	50	2023	1
8900598	0	消化外	14	2023	1
8900598	0	糖尿内	06	2023	1
8900598	0	耳鼻科	25	2023	1
8900598	0	脳神内	02	2023	1
8900713	0	循環内	07	2023	1
8900713	0	心血外	15	2023	2
8900713	0	整形外	18	2023	1
8900713	0	糖尿内	06	2023	1
8900713	0	脳神内	02	2023	1
8900846	0	心血外	15	2023	3
8900846	0	整形外	18	2023	2
8900846	0	脳卒中	09	2023	1
8901315	0	リウ膠	48	2023	1
8901315	0	リハ	31	2023	3
8901315	0	乳甲外	16	2023	13
8901315	0	呼吸内	05	2023	3
8901315	0	呼吸外	13	2023	6
8901315	0	形成外	19	2023	1
8901315	0	循環内	07	2023	17
8901315	0	心血外	15	2023	17
8901315	0	放核医	30	2023	2
8901315	0	救急科	34	2023	5
8901315	0	整形外	18	2023	3
8901315	0	泌尿器	22	2023	6
8901315	0	消化内	50	2023	13
8901315	0	消化外	14	2023	3
8901315	0	皮膚科	21	2023	3
8901315	0	眼科	26	2023	2
8901315	0	糖尿内	06	2023	1
8901315	0	耳鼻科	25	2023	4
8901315	0	脳卒中	09	2023	2
8901315	0	脳神内	02	2023	5
8901315	0	脳神外	20	2023	2
8901315	0	腎臓内	08	2023	3
8901794	0	泌尿器	22	2023	1
8901901	0	リウ膠	48	2023	1
8901901	0	呼吸内	05	2023	1
8901901	0	心血外	15	2023	1
8901901	0	消化内	50	2023	1
8901901	0	臨腫瘍	27	2023	1
8902289	0	リウ膠	48	2023	1
8902289	0	リハ	31	2023	1
8902289	0	整形外	18	2023	1
8902321	0	眼科	26	2023	1
8902339	0	心血外	15	2023	1
8902339	0	救急科	34	2023	1
8902339	0	消化内	50	2023	1
8902339	0	腎臓内	08	2023	1
8902347	0	リハ	31	2023	2
8902347	0	乳甲外	16	2023	2
8902347	0	呼吸外	13	2023	7
8902347	0	小児科	10	2023	2
8902347	0	形成外	19	2023	1
8902347	0	循環内	07	2023	13
8902347	0	心血外	15	2023	8
8902347	0	救急科	34	2023	6
8902347	0	整形外	18	2023	5
8902347	0	泌尿器	22	2023	2
8902347	0	消化内	50	2023	8
8902347	0	消化外	14	2023	2
8902347	0	皮膚科	21	2023	4
8902347	0	眼科	26	2023	3
8902347	0	糖尿内	06	2023	4
8902347	0	総合診	36	2023	1
8902347	0	耳鼻科	25	2023	1
8902347	0	脳卒中	09	2023	8
8902347	0	脳神内	02	2023	6
8902347	0	脳神外	20	2023	4
