hos_cd	ins	year	dep_cd	fie_name	intr
0810415	0	2023	05	呼吸内	1
0810415	0	2023	07	循環内	2
0810415	0	2023	12	心療科	1
0810415	0	2023	28	放診断	1
0810415	0	2023	50	消化内	9
0810415	0	2023	14	消化外	2
0810415	0	2023	43	産婦人	1
0810415	0	2023	06	糖尿内	1
0810415	0	2023	02	脳神内	1
0810423	0	2023	48	リウ膠	1
0810423	0	2023	16	乳甲外	6
0810423	0	2023	19	形成外	1
0810423	0	2023	07	循環内	2
0810423	0	2023	12	心療科	5
0810423	0	2023	28	放診断	3
0810423	0	2023	18	整形外	1
0810423	0	2023	50	消化内	5
0810423	0	2023	43	産婦人	1
0810423	0	2023	21	皮膚科	2
0810423	0	2023	06	糖尿内	4
0810423	0	2023	25	耳鼻科	3
0810423	0	2023	09	脳卒中	1
0810423	0	2023	02	脳神内	2
0810423	0	2023	20	脳神外	1
0810423	0	2023	08	腎臓内	1
0810431	0	2023	05	呼吸内	1
0810431	0	2023	17	小児外	4
0810431	0	2023	10	小児科	18
0810431	0	2023	50	消化内	1
0810456	0	2023	10	小児科	1
0810456	0	2023	12	心療科	1
0810456	0	2023	25	耳鼻科	22
0810464	0	2023	16	乳甲外	1
0810464	0	2023	05	呼吸内	2
0810464	0	2023	07	循環内	5
0810464	0	2023	14	消化外	1
0810464	0	2023	06	糖尿内	2
0810464	0	2023	02	脳神内	1
0810464	0	2023	20	脳神外	1
0810472	0	2023	17	小児外	3
0810472	0	2023	10	小児科	33
0810472	0	2023	50	消化内	1
0810472	0	2023	43	産婦人	1
0810480	0	2023	10	小児科	1
0810480	0	2023	28	放診断	1
0810480	0	2023	18	整形外	1
0810480	0	2023	02	脳神内	1
0810498	0	2023	31	リハ	1
0810498	0	2023	05	呼吸内	3
0810498	0	2023	19	形成外	3
0810498	0	2023	07	循環内	5
0810498	0	2023	12	心療科	1
0810498	0	2023	15	心血外	2
0810498	0	2023	28	放診断	2
0810498	0	2023	34	救急科	2
0810498	0	2023	18	整形外	2
0810498	0	2023	50	消化内	3
0810498	0	2023	14	消化外	2
0810498	0	2023	26	眼科	1
0810498	0	2023	06	糖尿内	2
0810498	0	2023	25	耳鼻科	1
0810498	0	2023	02	脳神内	7
0810498	0	2023	20	脳神外	2
0810498	0	2023	08	腎臓内	1
0810498	0	2023	01	血液内	2
0810506	0	2023	05	呼吸内	1
0810506	0	2023	32	歯口外	1
0810506	0	2023	25	耳鼻科	31
0810514	0	2023	05	呼吸内	5
0810514	0	2023	28	放診断	9
0810514	0	2023	22	泌尿器	20
0810514	0	2023	14	消化外	1
0810514	0	2023	06	糖尿内	1
0810514	0	2023	25	耳鼻科	4
0810522	0	2023	07	循環内	2
0810522	0	2023	15	心血外	2
0810522	0	2023	22	泌尿器	2
0810522	0	2023	50	消化内	1
0810522	0	2023	08	腎臓内	12
0900162	0	2023	32	歯口外	2
0900246	0	2023	32	歯口外	1
0900279	0	2023	19	形成外	1
0900455	0	2023	25	耳鼻科	1
0910013	0	2023	32	歯口外	11
0910021	0	2023	32	歯口外	1
0910074	0	2023	48	リウ膠	1
0910074	0	2023	16	乳甲外	2
0910074	0	2023	05	呼吸内	2
0910074	0	2023	13	呼吸外	5
0910074	0	2023	19	形成外	3
0910074	0	2023	07	循環内	13
0910074	0	2023	12	心療科	1
0910074	0	2023	15	心血外	10
0910074	0	2023	30	放核医	2
0910074	0	2023	34	救急科	5
0910074	0	2023	18	整形外	9
0910074	0	2023	22	泌尿器	5
0910074	0	2023	50	消化内	59
0910074	0	2023	14	消化外	7
0910074	0	2023	43	産婦人	1
0910074	0	2023	21	皮膚科	3
0910074	0	2023	26	眼科	4
0910074	0	2023	06	糖尿内	6
0910074	0	2023	25	耳鼻科	25
0910074	0	2023	09	脳卒中	1
0910074	0	2023	02	脳神内	7
0910074	0	2023	20	脳神外	2
0910074	0	2023	08	腎臓内	38
0910074	0	2023	27	臨腫瘍	2
0910074	0	2023	01	血液内	3
0910074	0	2023	37	麻酔科	2
0910082	0	2023	12	心療科	10
0910082	0	2023	25	耳鼻科	1
0910173	0	2023	18	整形外	9
0910173	0	2023	50	消化内	1
0910173	0	2023	08	腎臓内	1
0910199	0	2023	31	リハ	1
0910199	0	2023	16	乳甲外	1
0910199	0	2023	05	呼吸内	5
0910199	0	2023	19	形成外	5
0910199	0	2023	15	心血外	5
0910199	0	2023	34	救急科	1
0910199	0	2023	18	整形外	9
0910199	0	2023	32	歯口外	3
0910199	0	2023	22	泌尿器	21
0910199	0	2023	50	消化内	7
0910199	0	2023	14	消化外	5
0910199	0	2023	43	産婦人	1
0910199	0	2023	21	皮膚科	2
0910199	0	2023	26	眼科	1
0910199	0	2023	36	総合診	2
0910199	0	2023	02	脳神内	3
0910199	0	2023	08	腎臓内	2
0910207	0	2023	48	リウ膠	1
0910207	0	2023	07	循環内	3
0910207	0	2023	50	消化内	1
0910207	0	2023	21	皮膚科	1
0910207	0	2023	06	糖尿内	1
0910207	0	2023	25	耳鼻科	1
0910207	0	2023	08	腎臓内	1
0910214	0	2023	48	リウ膠	2
0910215	0	2023	05	呼吸内	2
0910215	0	2023	10	小児科	2
0910215	0	2023	07	循環内	3
0910215	0	2023	12	心療科	2
0910215	0	2023	15	心血外	1
0910215	0	2023	18	整形外	1
0910215	0	2023	50	消化内	5
0910215	0	2023	43	産婦人	1
0910215	0	2023	36	総合診	2
0910215	0	2023	25	耳鼻科	2
0910215	0	2023	02	脳神内	1
0910215	0	2023	20	脳神外	2
0910249	0	2023	32	歯口外	1
0910249	0	2023	21	皮膚科	1
0910249	0	2023	36	総合診	1
0910249	0	2023	02	脳神内	1
0910249	0	2023	20	脳神外	1
0910264	0	2023	48	リウ膠	2
0910264	0	2023	07	循環内	1
0910264	0	2023	18	整形外	8
0910264	0	2023	21	皮膚科	2
0910280	0	2023	16	乳甲外	6
0910280	0	2023	50	消化内	1
0910280	0	2023	43	産婦人	4
0910280	0	2023	36	総合診	1
0910306	0	2023	19	形成外	1
0910306	0	2023	26	眼科	58
0910306	0	2023	02	脳神内	1
0910560	0	2023	48	リウ膠	1
0910560	0	2023	02	脳神内	1
0911063	0	2023	30	放核医	1
0911063	0	2023	36	総合診	1
0911063	0	2023	01	血液内	1
0911170	0	2023	26	眼科	8
0911360	0	2023	25	耳鼻科	1
0911634	0	2023	16	乳甲外	1
0911634	0	2023	17	小児外	1
0911634	0	2023	22	泌尿器	2
0911634	0	2023	01	血液内	1
0911725	0	2023	12	心療科	1
0911741	0	2023	19	形成外	6
0911766	0	2023	48	リウ膠	1
0911766	0	2023	12	心療科	1
1000319	0	2023	32	歯口外	3
1000368	0	2023	32	歯口外	3
1000392	0	2023	32	歯口外	1
1000418	0	2023	32	歯口外	2
1000586	0	2023	08	腎臓内	1
1000628	0	2023	15	心血外	1
1000628	0	2023	50	消化内	1
1000628	0	2023	21	皮膚科	3
1000628	0	2023	01	血液内	1
1000651	0	2023	25	耳鼻科	41
1010060	0	2023	32	歯口外	9
1010064	0	2023	16	乳甲外	1
1010064	0	2023	05	呼吸内	6
1010064	0	2023	13	呼吸外	1
1010064	0	2023	17	小児外	1
1010064	0	2023	10	小児科	6
1010064	0	2023	19	形成外	2
1010064	0	2023	07	循環内	2
1010064	0	2023	15	心血外	6
1010064	0	2023	34	救急科	1
1010064	0	2023	18	整形外	1
1010064	0	2023	32	歯口外	1
1010064	0	2023	22	泌尿器	10
1010064	0	2023	50	消化内	6
1010064	0	2023	14	消化外	2
1010064	0	2023	43	産婦人	1
1010064	0	2023	26	眼科	3
1010064	0	2023	06	糖尿内	1
1010064	0	2023	36	総合診	1
1010064	0	2023	25	耳鼻科	4
1010064	0	2023	09	脳卒中	1
1010064	0	2023	02	脳神内	3
1010064	0	2023	20	脳神外	3
1010064	0	2023	08	腎臓内	3
1010064	0	2023	01	血液内	1
1010171	0	2023	48	リウ膠	3
1010171	0	2023	16	乳甲外	2
1010171	0	2023	05	呼吸内	2
1010171	0	2023	10	小児科	1
1010171	0	2023	07	循環内	6
1010171	0	2023	15	心血外	2
1010171	0	2023	28	放診断	1
1010171	0	2023	18	整形外	1
1010171	0	2023	32	歯口外	1
1010171	0	2023	50	消化内	4
1010171	0	2023	06	糖尿内	1
1010171	0	2023	36	総合診	2
1010171	0	2023	25	耳鼻科	4
1010171	0	2023	02	脳神内	2
1010171	0	2023	20	脳神外	1
1010171	0	2023	08	腎臓内	3
1010171	0	2023	01	血液内	3
1010239	0	2023	48	リウ膠	3
1010239	0	2023	05	呼吸内	1
1010239	0	2023	07	循環内	1
1010239	0	2023	18	整形外	1
1010239	0	2023	32	歯口外	2
1010239	0	2023	50	消化内	1
1010239	0	2023	14	消化外	1
1010239	0	2023	36	総合診	1
1010239	0	2023	09	脳卒中	1
1010239	0	2023	08	腎臓内	4
1010239	0	2023	37	麻酔科	1
1010247	0	2023	19	形成外	4
1010247	0	2023	26	眼科	13
1010247	0	2023	01	血液内	1
1010254	0	2023	48	リウ膠	1
1010254	0	2023	16	乳甲外	1
1010254	0	2023	07	循環内	3
1010254	0	2023	15	心血外	3
1010254	0	2023	34	救急科	2
1010254	0	2023	18	整形外	14
1010254	0	2023	50	消化内	2
1010254	0	2023	14	消化外	2
1010254	0	2023	43	産婦人	2
1010254	0	2023	21	皮膚科	13
1010254	0	2023	36	総合診	1
1010254	0	2023	25	耳鼻科	2
1010254	0	2023	02	脳神内	5
1010254	0	2023	20	脳神外	2
1010254	0	2023	01	血液内	1
1010254	0	2023	37	麻酔科	3
1010262	0	2023	48	リウ膠	1
1010262	0	2023	12	心療科	3
1010262	0	2023	02	脳神内	1
1010262	0	2023	01	血液内	1
1010270	0	2023	16	乳甲外	1
1010270	0	2023	05	呼吸内	3
1010270	0	2023	07	循環内	2
1010270	0	2023	15	心血外	1
1010270	0	2023	18	整形外	2
1010270	0	2023	22	泌尿器	3
1010270	0	2023	50	消化内	3
1010270	0	2023	43	産婦人	1
1010270	0	2023	25	耳鼻科	4
1010270	0	2023	09	脳卒中	1
1010270	0	2023	08	腎臓内	1
1010288	0	2023	48	リウ膠	4
1010288	0	2023	16	乳甲外	11
1010288	0	2023	05	呼吸内	7
1010288	0	2023	13	呼吸外	5
1010288	0	2023	19	形成外	2
1010288	0	2023	07	循環内	17
1010288	0	2023	15	心血外	1
1010288	0	2023	34	救急科	8
1010288	0	2023	18	整形外	19
1010288	0	2023	32	歯口外	1
1010288	0	2023	22	泌尿器	2
1010288	0	2023	50	消化内	26
1010288	0	2023	14	消化外	5
1010288	0	2023	43	産婦人	2
1010288	0	2023	21	皮膚科	2
1010288	0	2023	06	糖尿内	2
1010288	0	2023	36	総合診	1
1010288	0	2023	25	耳鼻科	7
1010288	0	2023	02	脳神内	9
1010288	0	2023	20	脳神外	7
1010288	0	2023	08	腎臓内	6
1010288	0	2023	27	臨腫瘍	2
1010288	0	2023	01	血液内	4
1010296	0	2023	07	循環内	2
1010296	0	2023	15	心血外	1
1010296	0	2023	22	泌尿器	1
1010296	0	2023	25	耳鼻科	1
1010296	0	2023	08	腎臓内	2
1100444	0	2023	50	消化内	1
1100592	0	2023	18	整形外	3
1100600	0	2023	16	乳甲外	1
1110047	0	2023	32	歯口外	1
1110062	0	2023	01	血液内	1
1110079	0	2023	16	乳甲外	1
1110079	0	2023	18	整形外	1
1110079	0	2023	43	産婦人	17
1110079	0	2023	25	耳鼻科	1
1110079	0	2023	01	血液内	1
1110088	0	2023	48	リウ膠	2
1110104	0	2023	22	泌尿器	1
1110111	0	2023	48	リウ膠	4
1110111	0	2023	19	形成外	3
1110111	0	2023	15	心血外	1
1110111	0	2023	34	救急科	1
1110111	0	2023	18	整形外	1
1110111	0	2023	32	歯口外	1
1110111	0	2023	22	泌尿器	1
1110111	0	2023	50	消化内	1
1110111	0	2023	14	消化外	1
1110111	0	2023	21	皮膚科	6
1110111	0	2023	06	糖尿内	1
1110111	0	2023	25	耳鼻科	1
1110146	0	2023	48	リウ膠	2
1110146	0	2023	34	救急科	1
1110146	0	2023	22	泌尿器	3
1110574	0	2023	48	リウ膠	1
1110574	0	2023	16	乳甲外	1
1110574	0	2023	37	麻酔科	1
1110855	0	2023	18	整形外	1
1110855	0	2023	14	消化外	1
1110855	0	2023	06	糖尿内	3
1110855	0	2023	01	血液内	1
1110889	0	2023	48	リウ膠	1
1110889	0	2023	10	小児科	1
1111226	0	2023	19	形成外	1
1111275	0	2023	18	整形外	1
1111465	0	2023	18	整形外	1
1111465	0	2023	50	消化内	1
1111549	0	2023	18	整形外	2
1111556	0	2023	43	産婦人	1
1111564	0	2023	01	血液内	2
1111705	0	2023	19	形成外	1
1111721	0	2023	02	脳神内	1
1111739	0	2023	05	呼吸内	1
1111739	0	2023	43	産婦人	1
1111754	0	2023	25	耳鼻科	1
1111796	0	2023	02	脳神内	1
1111838	0	2023	21	皮膚科	1
1111887	0	2023	21	皮膚科	1
1111895	0	2023	15	心血外	1
1111895	0	2023	18	整形外	2
1111895	0	2023	21	皮膚科	1
1111895	0	2023	02	脳神内	1
1111945	0	2023	02	脳神内	1
1111978	0	2023	14	消化外	1
1111994	0	2023	50	消化内	1
1112000	0	2023	01	血液内	1
1112067	0	2023	48	リウ膠	2
1112067	0	2023	16	乳甲外	4
1112067	0	2023	19	形成外	1
1112067	0	2023	07	循環内	1
1112067	0	2023	15	心血外	5
1112067	0	2023	18	整形外	1
1112067	0	2023	32	歯口外	1
1112067	0	2023	14	消化外	1
1112067	0	2023	21	皮膚科	16
1112067	0	2023	26	眼科	2
1112067	0	2023	06	糖尿内	1
1112067	0	2023	25	耳鼻科	2
1112067	0	2023	08	腎臓内	1
1112067	0	2023	27	臨腫瘍	2
1112067	0	2023	01	血液内	4
1112067	0	2023	37	麻酔科	1
1112091	0	2023	02	脳神内	1
1112117	0	2023	26	眼科	2
1112224	0	2023	07	循環内	2
1112240	0	2023	18	整形外	1
1112307	0	2023	22	泌尿器	4
1112307	0	2023	14	消化外	1
1130800	0	2023	32	歯口外	1
1200034	0	2023	32	歯口外	1
1200038	0	2023	26	眼科	3
1210011	0	2023	25	耳鼻科	1
1210045	0	2023	18	整形外	1
1210078	0	2023	18	整形外	1
1210086	0	2023	16	乳甲外	1
1210128	0	2023	07	循環内	1
1210128	0	2023	18	整形外	10
1210128	0	2023	22	泌尿器	1
1210128	0	2023	50	消化内	3
1210128	0	2023	02	脳神内	1
1310018	0	2023	48	リウ膠	3
1310018	0	2023	18	整形外	1
1310018	0	2023	50	消化内	1
1310035	0	2023	48	リウ膠	1
1310035	0	2023	31	リハ	1
1310043	0	2023	18	整形外	2
1310076	0	2023	07	循環内	1
1310076	0	2023	21	皮膚科	1
1310182	0	2023	18	整形外	1
1310448	0	2023	05	呼吸内	1
1310448	0	2023	15	心血外	1
1310448	0	2023	21	皮膚科	1
1310448	0	2023	20	脳神外	2
1310448	0	2023	01	血液内	1
1310471	0	2023	02	脳神内	1
1310513	0	2023	08	腎臓内	1
1310513	0	2023	01	血液内	2
1400022	0	2023	32	歯口外	1
1400026	0	2023	25	耳鼻科	13
1400042	0	2023	07	循環内	1
1400042	0	2023	50	消化内	1
1400042	0	2023	36	総合診	1
1400059	0	2023	18	整形外	2
1400059	0	2023	50	消化内	1
1400059	0	2023	21	皮膚科	2
1400059	0	2023	25	耳鼻科	1
1410017	0	2023	26	眼科	6
1410033	0	2023	50	消化内	1
1410066	0	2023	48	リウ膠	3
1410066	0	2023	31	リハ	1
1410066	0	2023	16	乳甲外	1
1410066	0	2023	05	呼吸内	2
1410066	0	2023	10	小児科	1
1410066	0	2023	19	形成外	2
1410066	0	2023	07	循環内	2
1410066	0	2023	12	心療科	2
1410066	0	2023	15	心血外	11
1410066	0	2023	18	整形外	3
1410066	0	2023	22	泌尿器	4
1410066	0	2023	50	消化内	7
1410066	0	2023	14	消化外	4
1410066	0	2023	36	総合診	3
1410066	0	2023	20	脳神外	2
1410066	0	2023	08	腎臓内	15
1410066	0	2023	27	臨腫瘍	3
1510278	0	2023	25	耳鼻科	1
1510310	0	2023	43	産婦人	1
1510559	0	2023	19	形成外	1
1510583	0	2023	21	皮膚科	1
1510849	0	2023	22	泌尿器	2
1510849	0	2023	14	消化外	1
1510856	0	2023	12	心療科	1
1511219	0	2023	48	リウ膠	1
1511219	0	2023	16	乳甲外	2
1511219	0	2023	05	呼吸内	1
1511219	0	2023	13	呼吸外	1
1511219	0	2023	19	形成外	3
1511219	0	2023	12	心療科	1
1511219	0	2023	18	整形外	2
1511219	0	2023	50	消化内	4
1511219	0	2023	14	消化外	5
1511219	0	2023	21	皮膚科	1
1511219	0	2023	06	糖尿内	3
1511219	0	2023	36	総合診	6
1511219	0	2023	20	脳神外	1
1511219	0	2023	08	腎臓内	1
1511219	0	2023	01	血液内	2
1511276	0	2023	48	リウ膠	11
1511276	0	2023	16	乳甲外	3
1511276	0	2023	10	小児科	2
1511276	0	2023	19	形成外	6
1511276	0	2023	18	整形外	2
1511276	0	2023	22	泌尿器	2
1511276	0	2023	50	消化内	2
1511276	0	2023	43	産婦人	2
1511276	0	2023	21	皮膚科	4
1511276	0	2023	26	眼科	3
1511276	0	2023	06	糖尿内	4
1511276	0	2023	25	耳鼻科	2
1511276	0	2023	02	脳神内	6
1511276	0	2023	20	脳神外	2
1511276	0	2023	08	腎臓内	7
1511276	0	2023	27	臨腫瘍	1
1511276	0	2023	01	血液内	6
1511334	0	2023	19	形成外	2
1511334	0	2023	12	心療科	2
1511334	0	2023	43	産婦人	1
1511375	0	2023	19	形成外	1
1511375	0	2023	25	耳鼻科	1
1511383	0	2023	05	呼吸内	1
1511398	0	2023	48	リウ膠	2
1511398	0	2023	12	心療科	1
1511398	0	2023	18	整形外	1
1511398	0	2023	14	消化外	1
1511581	0	2023	18	整形外	1
1511581	0	2023	22	泌尿器	1
1511797	0	2023	19	形成外	1
1511912	0	2023	12	心療科	1
1511912	0	2023	02	脳神内	1
1512258	0	2023	48	リウ膠	5
1512258	0	2023	16	乳甲外	2
1512258	0	2023	12	心療科	2
1512258	0	2023	30	放核医	1
1512258	0	2023	18	整形外	5
1512258	0	2023	22	泌尿器	2
1512258	0	2023	21	皮膚科	5
1512258	0	2023	06	糖尿内	1
1512258	0	2023	36	総合診	1
1512258	0	2023	25	耳鼻科	1
1512258	0	2023	02	脳神内	3
1512258	0	2023	20	脳神外	1
1512258	0	2023	08	腎臓内	2
1512258	0	2023	27	臨腫瘍	1
1512266	0	2023	25	耳鼻科	1
1512407	0	2023	12	心療科	2
1512506	0	2023	26	眼科	1
1512605	0	2023	21	皮膚科	1
1512639	0	2023	21	皮膚科	1
1512639	0	2023	36	総合診	1
1512639	0	2023	25	耳鼻科	1
1512654	0	2023	22	泌尿器	4
1512654	0	2023	26	眼科	4
1512654	0	2023	36	総合診	1
1512662	0	2023	22	泌尿器	1
1512811	0	2023	26	眼科	2
1512811	0	2023	25	耳鼻科	1
1512811	0	2023	08	腎臓内	1
1512829	0	2023	16	乳甲外	1
1512829	0	2023	13	呼吸外	1
1512829	0	2023	12	心療科	1
1512829	0	2023	15	心血外	1
1512829	0	2023	28	放診断	1
1512829	0	2023	34	救急科	1
1512829	0	2023	50	消化内	1
1512829	0	2023	21	皮膚科	1
1512829	0	2023	36	総合診	1
1512829	0	2023	02	脳神内	3
1512829	0	2023	20	脳神外	2
1512829	0	2023	08	腎臓内	2
1512852	0	2023	22	泌尿器	1
1512894	0	2023	26	眼科	1
1512902	0	2023	01	血液内	1
1512977	0	2023	16	乳甲外	1
1512977	0	2023	19	形成外	1
1512977	0	2023	34	救急科	1
1512977	0	2023	18	整形外	3
1512977	0	2023	50	消化内	1
1512977	0	2023	14	消化外	1
1513017	0	2023	14	消化外	2
1513017	0	2023	09	脳卒中	1
1513249	0	2023	25	耳鼻科	1
1513280	0	2023	16	乳甲外	1
1513280	0	2023	05	呼吸内	1
1513280	0	2023	07	循環内	1
1513280	0	2023	15	心血外	1
1513280	0	2023	18	整形外	1
1513280	0	2023	21	皮膚科	1
1513363	0	2023	12	心療科	1
1513454	0	2023	21	皮膚科	4
1513488	0	2023	12	心療科	1
1513504	0	2023	16	乳甲外	1
1513504	0	2023	19	形成外	2
1513504	0	2023	21	皮膚科	1
1513504	0	2023	36	総合診	2
1513504	0	2023	08	腎臓内	1
1513678	0	2023	08	腎臓内	1
1513686	0	2023	12	心療科	2
1513694	0	2023	25	耳鼻科	5
1513751	0	2023	19	形成外	1
1513751	0	2023	26	眼科	3
1513769	0	2023	12	心療科	1
1513785	0	2023	48	リウ膠	1
1513801	0	2023	48	リウ膠	5
1513991	0	2023	48	リウ膠	2
1513991	0	2023	17	小児外	1
1513991	0	2023	18	整形外	1
1513991	0	2023	02	脳神内	1
1513991	0	2023	37	麻酔科	1
1514023	0	2023	21	皮膚科	1
1514049	0	2023	07	循環内	1
1514049	0	2023	18	整形外	8
1514049	0	2023	25	耳鼻科	1
1514049	0	2023	02	脳神内	1
1514049	0	2023	20	脳神外	2
1514064	0	2023	48	リウ膠	1
1514189	0	2023	16	乳甲外	1
1514189	0	2023	19	形成外	1
1514320	0	2023	16	乳甲外	3
1514320	0	2023	05	呼吸内	1
1514320	0	2023	13	呼吸外	2
1514320	0	2023	18	整形外	2
1514320	0	2023	22	泌尿器	2
1514320	0	2023	08	腎臓内	2
1514320	0	2023	01	血液内	1
1514353	0	2023	06	糖尿内	1
1514361	0	2023	25	耳鼻科	1
1514486	0	2023	26	眼科	9
